Simulation,Unnamed: 0,Terrain,Orientation,NumberOfFloors,FloorHeight,Fassade,RasterLength-X,RasterLength-Y,Arm-Latitudinal-NumberOfSegments,Arm-Longitudinal-NumberOfSegments,BaseBody-Inside-Latditudinal-NumberOfSegments,Courtyard_SegmentCount_RasterLength-Y,Has_Courtyard-Roof,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingSystemVintage,Open Office: Heating Setpoint,Open Office: Cooling Setpoint,Open Office: ACH,Open Office: PPA,Meeting: Heating Setpoint,Meeting: Cooling Setpoint,Meeting: ACH,Meeting: PPA,Volume [m³],Area [m²],A/V,Window to Wall Ratio [%],Construction Area [%],Window to Wall Ratio North [%],Window to Wall Ratio East [%],Window to Wall Ratio South [%],Window to Wall Ratio West [%],EUI [kWh/m²a],EUI Heating [kWh/m²a],EUI Cooling [kWh/m?a],EUI Interior Lighting [kWh/m?a],EUI Exterior Lighting [kWh/m?a],EUI Interior Equipment [kWh/m?a],EUI Exterior Equipment [kWh/m?a],EUI Fans [kWh/m?a],EUI Pumps [kWh/m?a],EUI Heat Rejection [kWh/m?a],EUI Humidification [kWh/m?a],EUI Heat Recovery [kWh/m?a],EUI Water Systems [kWh/m?a],EUI Refrigeration [kWh/m?a],EUI Generators [kWh/m?a],EUI Electric Equipment [kWh/m?a],EUI Electricity [kWh],EUI Natrual Gas [kWh/m?a],EUI District Heating [kWh/m?a],EUI District Cooling [kWh/m?a],Boiler  Design Size Nominal Capacity [kW],CentralAirSourceHeatPumpCapacity[kW],District Heating Peak [kW],Baseboard Capacity Average [kW],Baseboard Capacity Sum [kW],Service Hot Water Tank Volume [m],Service Hot Water Design Flow Rate [l/min]
Simulation634,634,Urban,37,4,4.06,Horizontal-Windows,3.49,2.27,4,4,2,11.7,TRUE,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_WaterHeater,1980_2004,22.8,25.7,4.5,0.13,20.6,25.5,5.7,0.4,24075.15669,5929.84155,0.246305,0.391057,6.458806,44.95,32.03,44.95,32.03,237.071,183.58,0,15.824,0,0,0,0,0.149,0,0,0,3.087,0,0,34.431,53.494574,183.594682,0,0,907.94238,0,0,29.065391,1191.681028,200,3.42
Simulation635,635,City,26,6,2.95,Horizontal-Windows,3.45,3.95,5,4,3,7.55,TRUE,External-Shading,NZEB,DHWBaseboard,Electric_TanklessHeater,2010,21.6,25,4.7,0.2,22.5,24.2,6.3,0.42,49927.78719,16924.67363,0.338983,0.298457,4.150286,33.27,28.44,33.27,28.44,108.057,52.128,0,16.153,0,0,0,0,0.055,0,0,0,2.376,0,0,37.345,55.933679,0,52.131889,0,0,0,1162.15197,33.029077,1948.715524,0,0
Simulation636,636,Suburbs,118,3,3.73,Ribbon-Windows,3.37,3.61,5,5,2,7.46,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_TanklessHeater,2016,21.4,24.6,4.4,0.18,22.6,26.1,6.9,0.37,29459.4372,7897.97244,0.268097,0.595665,4.927935,56.1,65.73,56.1,65.73,154.417,98.715,0,15.902,0,0,0,0,0.103,0,0,0,4.059,0,0,35.637,55.706533,0,98.722785,0,0,0,801.44669,41.129321,1316.138261,0,0
Simulation637,637,Suburbs,154,3,3.67,Vertical-Windows,3.05,3.02,4,4,3,9.15,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,2016,21.4,24.3,4,0.12,21.2,25.6,6.9,0.46,22723.29751,6191.6342,0.27248,0.212238,5.559531,24.83,19.07,24.83,19.07,157.723,102.977,0,15.612,0,0,0,0,0.107,0,0,0,5.489,0,0,33.538,49.261298,5.489031,102.985519,0,0,0,629.09408,32.256484,1032.207484,0,0
Simulation638,638,City,92,3,3.46,Vertical-Windows,3.06,2.09,4,4,4,12.5,TRUE,External-Shading,Passive,DHWBaseboard,Gas_TanklessHeater,1980_2004,23.2,25,5.3,0.15,21.6,24.2,6.4,0.41,20579.11812,5947.722,0.289017,0.210212,6.220064,16.83,25.63,16.83,25.63,154.165,100.784,0,15.484,0,0,0,0,0.108,0,0,0,5.101,0,0,32.687,48.283334,5.101803,100.79178,0,0,0,609.82461,31.564405,1010.060972,0,0
Simulation639,639,Suburbs,109,7,3.08,Vertical-Windows,3.59,2.49,3,5,2,10.68,FALSE,External-Shading,GEG,DHWBaseboard,Electric_TanklessHeater,2004,23.5,25.5,4.6,0.17,20.2,25.1,6.7,0.44,34338.4442,11148.84552,0.324675,0.187521,5.391207,10.95,24.25,10.95,24.25,132.072,77.244,0,16.11,0,0,0,0,0.082,0,0,0,2.115,0,0,36.522,54.832413,0,77.25032,0,0,0,964.63736,23.775136,1616.709233,0,0
Simulation640,640,Suburbs,173,7,3.94,Horizontal-Windows,2.47,2.11,4,5,3,8.63,FALSE,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_WaterHeater,1980_2004,22.5,24.2,4.5,0.09,21.4,26.8,5.4,0.19,32921.90864,8355.814376,0.253807,0.299153,5.658696,42.59,20.38,42.59,20.38,231.47,175.105,0,16.186,0,0,0,0,0.142,0,0,0,2.486,0,0,37.552,56.369814,175.118716,0,0,1202.71432,0,0,23.345823,1587.515966,240,3.9
Simulation641,641,Suburbs,106,2,3.33,Vertical-Windows,3.22,3.41,3,3,4,8.77,TRUE,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_TanklessHeater,2004,23,24.1,5.5,0.16,22.1,26.2,5.6,0.39,17213.99663,5169.368358,0.3003,0.172153,5.215596,14.95,21.94,14.95,21.94,198.927,148.268,0,15.005,0,0,0,0,0.125,0,0,0,6.046,0,0,29.484,50.663031,148.279983,0,0,632.74184,0,0,36.667856,843.360689,0,0
Simulation642,642,Urban,64,9,3.65,Ribbon-Windows,3.68,3.32,4,3,3,8.71,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,2010,22.5,24.6,4.3,0.19,21.1,25.8,5.8,0.44,65183.40061,17858.46592,0.273973,0.552645,4.664215,50.04,64.56,50.04,64.56,139.507,84.084,0,16.194,0,0,0,0,0.087,0,0,0,1.893,0,0,37.249,53.534437,1.893122,84.090855,0,0,0,1626.3977,31.034043,2668.927675,0,0
Simulation643,643,Urban,154,5,3.72,Vertical-Windows,2.01,3.31,3,5,3,12.14,TRUE,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,2019,23.4,25.4,4.8,0.07,23.9,26.1,5.1,0.44,30438.95442,8182.514628,0.268817,0.191138,5.182376,23.12,16.96,23.12,16.96,103.09,47.736,0,15.888,0,0,0,0,0.259,0,0,0,3.961,0,0,35.246,99.136369,3.961679,0,0,0,1112.563963,0,59.201408,2960.070414,300,5.04
Simulation644,644,Suburbs,81,3,3.01,Ribbon-Windows,3.4,3.75,4,3,3,11.19,TRUE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2010,21.2,25.8,5.6,0.14,20.4,25.5,5.4,0.38,23998.2183,7972.83,0.332226,0.514007,5.090718,46.82,59.92,46.82,59.92,152.076,100.49,0,15.485,0,0,0,0,0.082,0,0,0,3.708,0,0,32.312,51.589741,100.497591,0,0,850.52873,0,0,34.626986,1108.06356,350,5.76
Simulation645,645,Urban,155,3,4.34,Vertical-Windows,3.94,3.83,4,3,3,10.74,FALSE,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_TanklessHeater,2016,23.3,25.9,5.2,0.16,23.7,24,5.6,0.23,40127.93227,9246.067344,0.230415,0.246821,4.451095,29.27,21.96,29.27,21.96,102.931,51.126,0,15.495,0,0,0,0,0.28,0,0,0,3.613,0,0,32.417,102.938753,0,0,0,0,1272.335852,0,105.596701,3379.094443,0,0
Simulation647,647,Suburbs,33,5,3.79,Ribbon-Windows,2.24,3.93,4,5,2,8.55,FALSE,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,pre_1980,22.8,25,4.4,0.11,22.3,24.3,6.6,0.23,31912.78843,8420.2608,0.263852,0.569121,5.200206,62.98,54.34,62.98,54.34,104.511,48.092,0,16.081,0,0,0,0,0.249,0,0,0,3.445,0,0,36.645,101.074508,3.44501,0,0,0,1209.29179,0,56.096297,2804.81483,0,0
Simulation648,648,Urban,21,8,3.15,Ribbon-Windows,3.53,3.23,4,3,2,12.17,TRUE,External-Shading,Passive,BoilerBaseboard,Gas_TanklessHeater,2010,23.8,24.1,4.8,0.08,20.7,26.2,6.9,0.34,43158.44338,13701.09314,0.31746,0.546305,5.87391,61.87,48.88,61.87,48.88,160.938,107.274,0,16.081,0,0,0,0,0.088,0,0,0,1.646,0,0,35.849,52.022326,108.928677,0,0,1570.11195,0,0,26.655896,2052.503954,0,0
Simulation649,649,Suburbs,87,6,4.22,Ribbon-Windows,2.69,3.91,3,4,2,7.42,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,21.1,25.5,4.2,0.11,21.8,25.5,6.8,0.46,36737.9098,8705.66583,0.236967,0.56769,5.59986,52.48,65.27,52.48,65.27,106.152,50.248,0,16.072,0,0,0,0,0.249,0,0,0,3.185,0,0,36.398,102.975614,3.18528,0,0,0,1309.366753,0,48.804885,2879.4882,0,0
Simulation650,650,Country,164,5,3.6,Vertical-Windows,2.07,2.74,4,5,4,11.44,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,23.6,24.7,5.2,0.18,23.3,26,6.1,0.47,31807.09141,8835.303168,0.277778,0.176804,5.271161,22.72,15.21,22.72,15.21,101.422,45.554,0,15.936,0,0,0,0,0.249,0,0,0,3.806,0,0,35.877,97.623497,3.80669,0,0,0,1124.030458,0,59.152883,2957.644137,0,0
Simulation651,651,City,13,8,3.19,Vertical-Windows,3.08,2.68,3,4,3,10.77,FALSE,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_TanklessHeater,2007,23.1,25.3,5.7,0.18,22.1,26.8,6.3,0.31,41248.61446,12930.60014,0.31348,0.195567,5.502474,23.29,16.33,23.29,16.33,152.604,97.861,0,16.112,0,0,0,0,0.081,0,0,0,1.885,0,0,36.665,54.747478,97.869147,0,0,1425.42028,0,0,24.847615,1913.266387,0,0
Simulation653,653,Suburbs,83,5,3.17,Ribbon-Windows,3.34,3.34,3,3,2,7.92,FALSE,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,2016,23.5,24.8,5.9,0.08,23.4,24.3,5.7,0.37,21133.0794,6666.58656,0.315457,0.512223,5.903447,45.66,59.62,45.66,59.62,97.761,43.14,0,15.898,0,0,0,0,0.232,0,0,0,3.597,0,0,34.894,94.171949,3.596996,0,0,0,893.383475,0,45.834231,2291.711539,220,3.6
Simulation654,654,City,152,4,4.47,Vertical-Windows,3.51,2.25,3,4,3,7.16,TRUE,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,pre_1980,23.1,24.8,5.4,0.15,21.3,25.4,5.1,0.24,25509.09875,5706.7335,0.223714,0.216465,6.555844,29.04,14.65,29.04,14.65,110.31,54.219,0,15.802,0,0,0,0,0.285,0,0,0,5.107,0,0,34.897,105.211688,5.107439,0,0,0,913.351509,0,57.742389,2367.437943,0,0
Simulation655,655,City,122,4,3.84,Vertical-Windows,3.37,3.28,5,3,2,11.26,FALSE,External-Shading,Passive,BoilerBaseboard,Gas_TanklessHeater,pre_1980,22,25.1,4.3,0.13,22.9,24.4,6.9,0.31,28502.37082,7422.4924,0.260417,0.217628,6.488902,20.04,24.58,20.04,24.58,201.098,147.889,0,15.826,0,0,0,0,0.12,0,0,0,2.946,0,0,34.317,50.266803,150.84682,0,0,1088.80635,0,0,35.381403,1450.637518,0,0
Simulation657,657,Suburbs,145,9,4.3,Vertical-Windows,2.19,2.4,3,4,2,8.11,TRUE,External-Shading,NZEB,BoilerBaseboard,Electric_TanklessHeater,2004,23.6,25.7,5.2,0.15,22.6,26.7,6.1,0.26,27968.49,6504.3,0.232558,0.188911,7.127342,25.81,14.05,25.81,14.05,309.734,254.333,0,16.214,0,0,0,0,0.207,0,0,0,1.709,0,0,37.271,55.405389,254.353805,0,0,1267.68393,0,0,19.59992,1685.593083,0,0
Simulation658,658,Urban,117,2,3.47,Vertical-Windows,2.33,3.69,3,4,3,10.23,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_WaterHeater,2016,21.1,25.1,4.2,0.08,21.9,24.2,6.6,0.34,14285.42332,4116.836691,0.288184,0.199252,6.257013,18.43,23.17,18.43,23.17,175.379,122.097,0,15.097,0,0,0,0,0.128,0,0,0,8.12,0,0,29.937,45.165679,8.12109,122.106516,0,0,0,446.52617,31.824413,731.96151,310,5.16
Simulation659,659,City,73,5,4.27,Vertical-Windows,2.66,3.17,4,4,3,10.3,TRUE,External-Shading,GEG,ASHPBaseboard,Electric_TanklessHeater,1980_2004,22.1,24.9,6,0.19,20.9,25.3,6.3,0.33,39195.58077,9179.29292,0.234192,0.215108,4.995969,19.74,24.85,19.74,24.85,99.074,44.54,0,15.942,0,0,0,0,0.227,0,0,0,2.713,0,0,35.653,99.0824,0,0,0,0,1340.142988,0,64.513595,3225.679736,0,0
Simulation660,660,Suburbs,34,7,3.96,Vertical-Windows,3.74,3.32,3,4,4,8.71,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2004,23.4,24.9,5.4,0.15,21.6,26.7,5.1,0.37,75679.34306,19110.94522,0.252525,0.213757,3.872165,27.93,17.12,27.93,17.12,87.258,31.698,0,16.079,0,0,0,0,0.172,0,0,0,2.513,0,0,36.796,87.264838,0,0,0,0,2059.779349,0,77.868299,5295.044305,580,9.6
Simulation662,662,City,38,6,4.08,Ribbon-Windows,3,2.38,3,4,2,9.72,TRUE,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,21.8,24.6,4.6,0.11,23,25.3,6.9,0.15,26456.95584,6484.548,0.245098,0.568116,6.522383,66.97,46.01,66.97,46.01,107.83,53.23,0,16.012,0,0,0,0,0.269,0,0,0,2.574,0,0,35.745,107.839291,0,0,0,0,1040.247135,0,38.760021,2286.841224,180,3.06
Simulation663,663,Urban,16,5,2.92,Horizontal-Windows,2.35,2.24,5,5,2,11.15,FALSE,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2019,21.7,24.6,5.8,0.12,20.8,25.8,6.1,0.35,17438.26336,5972.008,0.342466,0.248376,6.470046,30.01,20.88,30.01,20.88,92.134,36.967,0,16.087,0,0,0,0,0.185,0,0,0,2.328,0,0,36.567,92.142273,0,0,0,0,739.442244,0,32.746057,1637.302834,0,0
Simulation664,664,Country,55,1,2.86,Vertical-Windows,3.29,3.7,4,4,4,11.87,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2010,22.9,24.6,5.3,0.19,22,25.3,6.6,0.44,14680.00014,5132.86718,0.34965,0.179719,5.200862,16.31,21.08,16.31,21.08,100.928,51.006,0,14.205,0,0,0,0,0.273,0,0,0,11.242,0,0,24.202,89.694383,11.242715,0,0,0,660.04572,0,114.893349,1608.506889,0,0
Simulation666,666,Urban,123,8,4.46,Vertical-Windows,2.35,3.18,4,5,3,7.26,FALSE,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,2004,23.3,25.4,5.1,0.06,20.8,26.6,5.3,0.47,57572.8499,12908.71074,0.224215,0.224771,4.786034,20.09,27.91,20.09,27.91,214.466,157.213,0,16.266,0,0,0,0,0.131,0,0,0,2.67,0,0,38.188,54.588313,159.895364,0,0,1982.77225,0,0,34.570259,2661.909907,0,0
Simulation667,667,Urban,104,9,3.04,Vertical-Windows,3.01,2.93,4,5,3,9.6,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2010,22.1,24.2,4.5,0.2,21.5,25.1,6.8,0.42,56087.92582,18449.9756,0.328947,0.191109,4.423564,17.14,21.95,17.14,21.95,78.301,22.09,0,16.264,0,0,0,0,0.112,0,0,0,1.831,0,0,38.005,78.307614,0,0,0,0,1743.285801,0,46.927602,4035.773737,400,6.66
Simulation668,668,Suburbs,42,10,3.51,Horizontal-Windows,3.72,2.34,5,4,3,9.76,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,23.5,25.8,5.2,0.18,23.4,26.2,6.6,0.28,66226.07662,18867.8281,0.2849,0.319005,4.785127,39.53,25.37,39.53,25.37,91.949,35.604,0,16.299,0,0,0,0,0.194,0,0,0,1.702,0,0,38.15,90.253716,1.702328,0,0,0,2206.260932,0,60.150961,5714.341288,0,0
Simulation669,669,Suburbs,40,6,4.06,Vertical-Windows,3.08,2.61,5,3,2,11.33,TRUE,External-Shading,GEG,BoilerBaseboard,Gas_TanklessHeater,1980_2004,23.7,24.9,4.4,0.06,23.7,26.9,5.8,0.25,31545.80269,7769.90214,0.246305,0.220817,6.322239,25.78,19.48,25.78,19.48,278.274,224.262,0,16.036,0,0,0,0,0.184,0,0,0,2.049,0,0,35.743,51.967503,226.328396,0,0,1301.72592,0,0,29.368089,1732.717269,0,0
Simulation671,671,Country,176,7,4.35,Ribbon-Windows,3.26,3.91,4,4,2,10.56,TRUE,External-Shading,NZEB,BoilerBaseboard,Electric_WaterHeater,pre_1980,22.1,25.2,4.2,0.07,22,25.1,6.7,0.27,66004.95398,15173.55264,0.229885,0.616146,4.477094,69.37,56.81,69.37,56.81,178.56,123.864,0,16.13,0,0,0,0,0.103,0,0,0,1.861,0,0,36.602,54.700797,123.87384,0,0,2123.47753,0,0,41.003351,2788.227861,330,5.46
Simulation672,672,Suburbs,133,2,4.39,Vertical-Windows,3.04,2.19,5,5,4,10.83,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2004,23.2,24.8,5.9,0.07,22.9,26,6.7,0.26,22282.85338,5075.820816,0.22779,0.219398,5.72754,16.39,29.04,16.39,29.04,207.141,153.829,0,15.254,0,0,0,0,0.166,0,0,0,6.47,0,0,31.422,53.315848,0,153.84131,0,0,0,645.56699,45.990644,1057.784822,390,6.48
Simulation673,673,Country,26,2,3.29,Vertical-Windows,3.36,2.13,4,4,4,10.97,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,1980_2004,22.1,24,4.3,0.1,21.4,24,6.2,0.29,15073.8318,4581.711792,0.303951,0.192876,6.067117,22.98,15.94,22.98,15.94,96.781,45.248,0,15.108,0,0,0,0,0.235,0,0,0,5.93,0,0,30.26,96.788081,0,0,0,0,588.588031,0,61.881357,1423.271211,0,0
Simulation674,674,Suburbs,98,1,3.42,Vertical-Windows,3.28,3.91,4,5,3,11.48,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2010,23.6,24.8,5.9,0.06,20.6,26.5,6,0.34,16698.68987,4882.657856,0.292398,0.207221,5.803085,18.75,23.89,18.75,23.89,114.594,62.315,0,14.398,0,0,0,0,0.346,0,0,0,12.104,0,0,25.431,102.49844,12.105026,0,0,0,690.988537,0,126.130416,1765.82583,0,0
Simulation675,675,Suburbs,26,5,4.15,Horizontal-Windows,3.54,3.09,4,5,2,9.44,FALSE,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,1980_2004,23.4,24.5,4.1,0.05,23.6,24,6.2,0.34,44632.55081,10754.83152,0.240964,0.41646,4.70496,45.54,38.18,45.54,38.18,197.29,141.348,0,16.059,0,0,0,0,0.118,0,0,0,3.35,0,0,36.416,52.597115,144.709095,0,0,1462.81393,0,0,39.107806,1955.390319,0,0
Simulation676,676,Urban,19,7,4.35,Ribbon-Windows,2.94,3.96,5,5,3,11.5,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,2016,22.6,24.5,4.6,0.07,20.4,24.5,5.5,0.21,96427.01376,22167.1296,0.229885,0.612192,3.841987,69.7,57.12,69.7,57.12,95.254,39.514,0,16.183,0,0,0,0,0.206,0,0,0,1.937,0,0,37.414,95.261143,0,0,0,0,2573.080184,0,85.334008,5802.712517,0,0
Simulation678,678,Suburbs,14,4,3.62,Vertical-Windows,3.39,3.24,4,4,3,11.55,TRUE,Low-SHGC-Value,Passive,BoilerBaseboard,Gas_WaterHeater,1980_2004,21.9,25.8,4.8,0.18,22.1,25.1,6.5,0.37,37384.93424,10327.3299,0.276243,0.206672,5.069128,24.98,17.62,24.98,17.62,157.706,103.332,0,15.774,0,0,0,0,0.087,0,0,0,4.07,0,0,34.444,50.308249,107.410505,0,0,1198.95802,0,0,38.936787,1596.408249,400,6.6
Simulation679,679,Country,7,3,4.29,Horizontal-Windows,2.37,3.75,5,5,2,7.27,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2019,22.5,24.9,4.6,0.18,22.3,26.9,5.5,0.45,24607.40783,5735.9925,0.2331,0.414731,6.364319,36.77,43.24,36.77,43.24,116.115,59.862,0,15.908,0,0,0,0,0.312,0,0,0,4.335,0,0,35.698,116.124574,0,0,0,0,942.017085,0,69.848225,2235.14319,290,4.8
Simulation681,681,Suburbs,144,5,3.88,Horizontal-Windows,2.63,2.78,4,4,3,9.13,FALSE,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_WaterHeater,2004,21.3,25.2,4.9,0.11,20.6,25.7,5.4,0.41,29487.64244,7599.907844,0.257732,0.322637,6.179259,39.13,28.43,39.13,28.43,191.772,136.751,0,15.968,0,0,0,0,0.109,0,0,0,3.035,0,0,35.909,55.025521,136.761828,0,0,1027.91149,0,0,26.895779,1344.788968,260,4.38
Simulation682,682,Country,82,9,4.11,Vertical-Windows,2.63,2.19,4,4,4,12.92,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_WaterHeater,2016,23.2,24.7,4.7,0.08,23,25.4,5.8,0.41,58205.61598,14161.95036,0.243309,0.209792,5.179437,17.79,25.17,17.79,25.17,212.376,156.752,0,16.174,0,0,0,0,0.131,0,0,0,2.057,0,0,37.261,53.570943,158.82205,0,0,1974.20008,0,0,30.913041,2658.521559,270,4.44
Simulation683,683,Urban,164,6,3.63,Vertical-Windows,3.63,3.34,5,4,3,9.47,FALSE,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,2010,23.9,25.9,5.6,0.14,20.1,24.7,5.7,0.2,58799.81058,16198.29493,0.275482,0.217587,4.019108,26.16,19.23,26.16,19.23,92.693,36.72,0,16.11,0,0,0,0,0.198,0,0,0,2.76,0,0,36.905,89.93987,2.760457,0,0,0,1729.479124,0,71.932812,4244.03591,0,0
Simulation684,684,Urban,13,4,4.3,Horizontal-Windows,3.57,2.21,4,4,4,9.93,TRUE,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,2004,22.8,25.2,5.9,0.17,21.7,24.5,6.1,0.2,36057.94087,8385.567645,0.232558,0.398918,5.518324,47.09,33.58,47.09,33.58,169.963,114.695,0,15.769,0,0,0,0,0.122,0,0,0,4.652,0,0,34.725,50.620101,4.651881,114.704552,0,0,0,882.58333,35.141034,1440.7824,370,6.12
Simulation685,685,City,138,9,4.05,Vertical-Windows,3.15,2.41,3,4,2,11.47,TRUE,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,2004,21.4,24.1,5.3,0.16,23.9,25,5.8,0.42,43212.90566,10669.85325,0.246914,0.210429,6.04406,27.21,13.58,27.21,13.58,204.738,150.139,0,16.142,0,0,0,0,0.12,0,0,0,1.877,0,0,36.459,52.725723,152.028252,0,0,1569.68846,0,0,23.990093,2063.148002,0,0
Simulation686,686,Suburbs,110,2,3.62,Vertical-Windows,3.61,3.79,3,4,3,12.44,FALSE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,21.9,25.2,5.8,0.18,22.5,26.4,5.2,0.21,26014.33779,7186.281156,0.276243,0.229238,4.783461,19.42,27.43,19.42,27.43,90.497,38.802,0,15.044,0,0,0,0,0.201,0,0,0,7.02,0,0,29.429,83.483263,7.020884,0,0,0,863.824219,0,92.235515,2121.416852,0,0
Simulation687,687,Country,162,9,3.01,Vertical-Windows,3.75,3.08,3,4,3,8.1,TRUE,External-Shading,Passive,DHWBaseboard,Electric_TanklessHeater,1980_2004,23.5,24.8,4.6,0.07,23.2,26.4,6.3,0.21,54199.4145,18006.45,0.332226,0.181053,4.747188,22.59,14.59,22.59,14.59,122.955,67.276,0,16.207,0,0,0,0,0.073,0,0,0,1.893,0,0,37.505,55.683114,0,67.281738,0,0,0,1351.37118,26.225387,2255.383261,0,0
Simulation688,688,Urban,59,6,3.15,Vertical-Windows,2.81,2.43,5,4,2,9.84,TRUE,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,pre_1980,23.4,25.8,5.6,0.05,21.4,24.9,5.9,0.44,23754.69974,7541.17452,0.31746,0.200386,6.923573,17.74,23.27,17.74,23.27,97.76,42.403,0,16.143,0,0,0,0,0.222,0,0,0,2.128,0,0,36.864,97.76785,0,0,0,0,1010.341311,0,43.619589,2573.555726,180,2.94
Simulation690,690,Suburbs,50,7,2.92,Horizontal-Windows,2.57,3.03,4,4,2,10.71,FALSE,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2016,23.4,25.8,5.9,0.1,21.1,25.6,5.4,0.39,27204.14041,9316.48644,0.342466,0.284737,5.685673,26.85,31.02,26.85,31.02,91.617,36.528,0,16.127,0,0,0,0,0.19,0,0,0,2.205,0,0,36.567,89.418807,2.205048,0,0,0,1132.445778,0,42.149052,2866.135515,0,0
Simulation691,691,Urban,159,8,3.74,Vertical-Windows,2.46,2.14,4,4,4,8.12,FALSE,External-Shading,Passive,BoilerBaseboard,Gas_WaterHeater,1980_2004,22.4,25,5.2,0.11,21.9,26.4,6.3,0.32,35788.82733,9569.205168,0.26738,0.187232,6.274584,21.3,17.28,21.3,17.28,198.13,141.34,0,16.197,0,0,0,0,0.114,0,0,0,2.804,0,0,37.675,53.989967,144.156137,0,0,1324.2301,0,0,22.932105,1765.772122,240,4.08
Simulation692,692,Country,43,9,3.2,Horizontal-Windows,3.73,2.7,5,5,2,10.11,FALSE,Low-SHGC-Value,GEG,DHWBaseboard,Electric_TanklessHeater,2016,21.7,25.3,5.4,0.07,23.8,26.1,5.2,0.31,61408.9296,19190.2905,0.3125,0.322875,4.391312,36,28.74,36,28.74,131.698,75.683,0,16.321,0,0,0,0,0.079,0,0,0,1.384,0,0,38.232,56.019934,0,75.688716,0,0,0,1458.89483,28.407037,2443.005192,0,0
Simulation693,693,Suburbs,154,10,3.47,Ribbon-Windows,2.57,3.58,4,4,2,8.13,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Electric_TanklessHeater,2007,22.6,25.6,5,0.19,20,24.8,5.1,0.4,48755.91613,14050.69629,0.288184,0.547008,5.896838,60.88,51.84,60.88,51.84,149.839,94.059,0,16.303,0,0,0,0,0.098,0,0,0,1.382,0,0,37.997,55.784404,0,94.066895,0,0,0,1428.58143,24.293959,2307.926143,0,0
Simulation694,694,Suburbs,44,3,3.78,Horizontal-Windows,3.82,3.62,5,3,4,11.76,TRUE,External-Shading,NZEB,BoilerBaseboard,Electric_TanklessHeater,2007,22.6,24.7,5.1,0.19,21.1,26.3,5.2,0.3,42829.05498,11330.43782,0.26455,0.351548,4.085236,40.8,32.29,40.8,32.29,164.166,112.466,0,15.491,0,0,0,0,0.094,0,0,0,3.473,0,0,32.642,51.704345,112.474719,0,0,1282.26473,0,0,52.531715,1681.014887,0,0
